emoji,name,label
🤽🏾‍♀️,woman playing water polo: medium-dark skin tone,neutral
🤽🏾‍♀,woman playing water polo: medium-dark skin tone,neutral
🤽🏿‍♀️,woman playing water polo: dark skin tone,neutral
🤽🏿‍♀,woman playing water polo: dark skin tone,neutral
🤾,person playing handball,neutral
🤾🏻,person playing handball: light skin tone,neutral
🤾🏼,person playing handball: medium-light skin tone,neutral
🤾🏽,person playing handball: medium skin tone,neutral
🤾🏾,person playing handball: medium-dark skin tone,neutral
🤾🏿,person playing handball: dark skin tone,neutral
🤾‍♂️,man playing handball,neutral
🤾‍♂,man playing handball,neutral
🤾🏻‍♂️,man playing handball: light skin tone,neutral
🤾🏻‍♂,man playing handball: light skin tone,neutral
🤾🏼‍♂️,man playing handball: medium-light skin tone,neutral
🤾🏼‍♂,man playing handball: medium-light skin tone,neutral
🤾🏽‍♂️,man playing handball: medium skin tone,neutral
🤾🏽‍♂,man playing handball: medium skin tone,neutral
🤾🏾‍♂️,man playing handball: medium-dark skin tone,neutral
🤾🏾‍♂,man playing handball: medium-dark skin tone,neutral
🤾🏿‍♂️,man playing handball: dark skin tone,neutral
🤾🏿‍♂,man playing handball: dark skin tone,neutral
🤾‍♀️,woman playing handball,neutral
🤾‍♀,woman playing handball,neutral
🤾🏻‍♀️,woman playing handball: light skin tone,neutral
🤾🏻‍♀,woman playing handball: light skin tone,neutral
🤾🏼‍♀️,woman playing handball: medium-light skin tone,neutral
🤾🏼‍♀,woman playing handball: medium-light skin tone,neutral
🤾🏽‍♀️,woman playing handball: medium skin tone,neutral
🤾🏽‍♀,woman playing handball: medium skin tone,neutral
🤾🏾‍♀️,woman playing handball: medium-dark skin tone,neutral
🤾🏾‍♀,woman playing handball: medium-dark skin tone,neutral
🤾🏿‍♀️,woman playing handball: dark skin tone,neutral
🤾🏿‍♀,woman playing handball: dark skin tone,neutral
🤹,person juggling,neutral
🤹🏻,person juggling: light skin tone,neutral
🤹🏼,person juggling: medium-light skin tone,neutral
🤹🏽,person juggling: medium skin tone,neutral
🤹🏾,person juggling: medium-dark skin tone,neutral
🤹🏿,person juggling: dark skin tone,neutral
🤹‍♂️,man juggling,neutral
🤹‍♂,man juggling,neutral
🤹🏻‍♂️,man juggling: light skin tone,neutral
🤹🏻‍♂,man juggling: light skin tone,neutral
🤹🏼‍♂️,man juggling: medium-light skin tone,neutral
🤹🏼‍♂,man juggling: medium-light skin tone,neutral
🤹🏽‍♂️,man juggling: medium skin tone,neutral
🤹🏽‍♂,man juggling: medium skin tone,neutral
🤹🏾‍♂️,man juggling: medium-dark skin tone,neutral
🤹🏾‍♂,man juggling: medium-dark skin tone,neutral
🤹🏿‍♂️,man juggling: dark skin tone,neutral
🤹🏿‍♂,man juggling: dark skin tone,neutral
🤹‍♀️,woman juggling,neutral
🤹‍♀,woman juggling,neutral
🤹🏻‍♀️,woman juggling: light skin tone,neutral
🤹🏻‍♀,woman juggling: light skin tone,neutral
🤹🏼‍♀️,woman juggling: medium-light skin tone,neutral
🤹🏼‍♀,woman juggling: medium-light skin tone,neutral
🤹🏽‍♀️,woman juggling: medium skin tone,neutral
🤹🏽‍♀,woman juggling: medium skin tone,neutral
🤹🏾‍♀️,woman juggling: medium-dark skin tone,neutral
🤹🏾‍♀,woman juggling: medium-dark skin tone,neutral
🤹🏿‍♀️,woman juggling: dark skin tone,neutral
🤹🏿‍♀,woman juggling: dark skin tone,neutral
🧘,person in lotus position,neutral
🧘🏻,person in lotus position: light skin tone,neutral
🧘🏼,person in lotus position: medium-light skin tone,neutral
🧘🏽,person in lotus position: medium skin tone,neutral
🧘🏾,person in lotus position: medium-dark skin tone,neutral
🧘🏿,person in lotus position: dark skin tone,neutral
🧘‍♂️,man in lotus position,neutral
🧘‍♂,man in lotus position,neutral
🧘🏻‍♂️,man in lotus position: light skin tone,neutral
🧘🏻‍♂,man in lotus position: light skin tone,neutral
🧘🏼‍♂️,man in lotus position: medium-light skin tone,neutral
🧘🏼‍♂,man in lotus position: medium-light skin tone,neutral
🧘🏽‍♂️,man in lotus position: medium skin tone,neutral
🧘🏽‍♂,man in lotus position: medium skin tone,neutral
🧘🏾‍♂️,man in lotus position: medium-dark skin tone,neutral
🧘🏾‍♂,man in lotus position: medium-dark skin tone,neutral
🧘🏿‍♂️,man in lotus position: dark skin tone,neutral
🧘🏿‍♂,man in lotus position: dark skin tone,neutral
🧘‍♀️,woman in lotus position,neutral
🧘‍♀,woman in lotus position,neutral
🧘🏻‍♀️,woman in lotus position: light skin tone,neutral
🧘🏻‍♀,woman in lotus position: light skin tone,neutral
🧘🏼‍♀️,woman in lotus position: medium-light skin tone,neutral
🧘🏼‍♀,woman in lotus position: medium-light skin tone,neutral
🧘🏽‍♀️,woman in lotus position: medium skin tone,neutral
🧘🏽‍♀,woman in lotus position: medium skin tone,neutral
🧘🏾‍♀️,woman in lotus position: medium-dark skin tone,neutral
🧘🏾‍♀,woman in lotus position: medium-dark skin tone,neutral
🧘🏿‍♀️,woman in lotus position: dark skin tone,neutral
🧘🏿‍♀,woman in lotus position: dark skin tone,neutral
🛀,person taking bath,neutral
🛀🏻,person taking bath: light skin tone,neutral
🛀🏼,person taking bath: medium-light skin tone,neutral
🛀🏽,person taking bath: medium skin tone,neutral
🛀🏾,person taking bath: medium-dark skin tone,neutral
🛀🏿,person taking bath: dark skin tone,neutral
🛌🏻,person in bed: light skin tone,neutral
🛌🏼,person in bed: medium-light skin tone,neutral
🛌🏽,person in bed: medium skin tone,neutral
🛌🏾,person in bed: medium-dark skin tone,neutral
🛌🏿,person in bed: dark skin tone,neutral
🧑‍🤝‍🧑,people holding hands,neutral
🧑🏻‍🤝‍🧑🏻,people holding hands: light skin tone,neutral
🧑🏻‍🤝‍🧑🏼,"people holding hands: light skin tone, medium-light skin tone",neutral
🧑🏻‍🤝‍🧑🏽,"people holding hands: light skin tone, medium skin tone",neutral
🧑🏻‍🤝‍🧑🏾,"people holding hands: light skin tone, medium-dark skin tone",neutral
🧑🏻‍🤝‍🧑🏿,"people holding hands: light skin tone, dark skin tone",neutral
🧑🏼‍🤝‍🧑🏻,"people holding hands: medium-light skin tone, light skin tone",neutral
🧑🏼‍🤝‍🧑🏼,people holding hands: medium-light skin tone,neutral
🧑🏼‍🤝‍🧑🏽,"people holding hands: medium-light skin tone, medium skin tone",neutral
🧑🏼‍🤝‍🧑🏾,"people holding hands: medium-light skin tone, medium-dark skin tone",neutral
🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",neutral
🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",neutral
🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",neutral
🧑🏽‍🤝‍🧑🏽,people holding hands: medium skin tone,neutral
🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",neutral
🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",neutral
🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",neutral
🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",neutral
🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",neutral
🧑🏾‍🤝‍🧑🏾,people holding hands: medium-dark skin tone,neutral
🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",neutral
🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",neutral
🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",neutral
🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",neutral
🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",neutral
🧑🏿‍🤝‍🧑🏿,people holding hands: dark skin tone,neutral
👭,women holding hands,neutral
👭🏻,women holding hands: light skin tone,neutral
👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",neutral
👩🏻‍🤝‍👩🏽,"women holding hands: light skin tone, medium skin tone",neutral
👩🏻‍🤝‍👩🏾,"women holding hands: light skin tone, medium-dark skin tone",neutral
👩🏻‍🤝‍👩🏿,"women holding hands: light skin tone, dark skin tone",neutral
👩🏼‍🤝‍👩🏻,"women holding hands: medium-light skin tone, light skin tone",neutral
👭🏼,women holding hands: medium-light skin tone,neutral
👩🏼‍🤝‍👩🏽,"women holding hands: medium-light skin tone, medium skin tone",neutral
👩🏼‍🤝‍👩🏾,"women holding hands: medium-light skin tone, medium-dark skin tone",neutral
👩🏼‍🤝‍👩🏿,"women holding hands: medium-light skin tone, dark skin tone",neutral
👩🏽‍🤝‍👩🏻,"women holding hands: medium skin tone, light skin tone",neutral
👩🏽‍🤝‍👩🏼,"women holding hands: medium skin tone, medium-light skin tone",neutral
👭🏽,women holding hands: medium skin tone,neutral
👩🏽‍🤝‍👩🏾,"women holding hands: medium skin tone, medium-dark skin tone",neutral
👩🏽‍🤝‍👩🏿,"women holding hands: medium skin tone, dark skin tone",neutral
👩🏾‍🤝‍👩🏻,"women holding hands: medium-dark skin tone, light skin tone",neutral
👩🏾‍🤝‍👩🏼,"women holding hands: medium-dark skin tone, medium-light skin tone",neutral
👩🏾‍🤝‍👩🏽,"women holding hands: medium-dark skin tone, medium skin tone",neutral
👭🏾,women holding hands: medium-dark skin tone,neutral
👩🏾‍🤝‍👩🏿,"women holding hands: medium-dark skin tone, dark skin tone",neutral
👩🏿‍🤝‍👩🏻,"women holding hands: dark skin tone, light skin tone",neutral
👩🏿‍🤝‍👩🏼,"women holding hands: dark skin tone, medium-light skin tone",neutral
👩🏿‍🤝‍👩🏽,"women holding hands: dark skin tone, medium skin tone",neutral
👩🏿‍🤝‍👩🏾,"women holding hands: dark skin tone, medium-dark skin tone",neutral
👭🏿,women holding hands: dark skin tone,neutral
👫,woman and man holding hands,neutral
👫🏻,woman and man holding hands: light skin tone,neutral
👩🏻‍🤝‍👨🏼,"woman and man holding hands: light skin tone, medium-light skin tone",neutral
👩🏻‍🤝‍👨🏽,"woman and man holding hands: light skin tone, medium skin tone",neutral
👩🏻‍🤝‍👨🏾,"woman and man holding hands: light skin tone, medium-dark skin tone",neutral
👩🏻‍🤝‍👨🏿,"woman and man holding hands: light skin tone, dark skin tone",neutral
👩🏼‍🤝‍👨🏻,"woman and man holding hands: medium-light skin tone, light skin tone",neutral
👫🏼,woman and man holding hands: medium-light skin tone,neutral
👩🏼‍🤝‍👨🏽,"woman and man holding hands: medium-light skin tone, medium skin tone",neutral
👩🏼‍🤝‍👨🏾,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",neutral
👩🏼‍🤝‍👨🏿,"woman and man holding hands: medium-light skin tone, dark skin tone",neutral
👩🏽‍🤝‍👨🏻,"woman and man holding hands: medium skin tone, light skin tone",neutral
👩🏽‍🤝‍👨🏼,"woman and man holding hands: medium skin tone, medium-light skin tone",neutral
👫🏽,woman and man holding hands: medium skin tone,neutral
👩🏽‍🤝‍👨🏾,"woman and man holding hands: medium skin tone, medium-dark skin tone",neutral
👩🏽‍🤝‍👨🏿,"woman and man holding hands: medium skin tone, dark skin tone",neutral
👩🏾‍🤝‍👨🏻,"woman and man holding hands: medium-dark skin tone, light skin tone",neutral
👩🏾‍🤝‍👨🏼,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",neutral
👩🏾‍🤝‍👨🏽,"woman and man holding hands: medium-dark skin tone, medium skin tone",neutral
👫🏾,woman and man holding hands: medium-dark skin tone,neutral
👩🏾‍🤝‍👨🏿,"woman and man holding hands: medium-dark skin tone, dark skin tone",neutral
👩🏿‍🤝‍👨🏻,"woman and man holding hands: dark skin tone, light skin tone",neutral
👩🏿‍🤝‍👨🏼,"woman and man holding hands: dark skin tone, medium-light skin tone",neutral
👩🏿‍🤝‍👨🏽,"woman and man holding hands: dark skin tone, medium skin tone",neutral
👩🏿‍🤝‍👨🏾,"woman and man holding hands: dark skin tone, medium-dark skin tone",neutral
👫🏿,woman and man holding hands: dark skin tone,neutral
👬,men holding hands,neutral
👬🏻,men holding hands: light skin tone,neutral
👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",neutral
👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",neutral
👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",neutral
👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",neutral
👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",neutral
👬🏼,men holding hands: medium-light skin tone,neutral
👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",neutral
👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",neutral
👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",neutral
👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",neutral
👨🏽‍🤝‍👨🏼,"men holding hands: medium skin tone, medium-light skin tone",neutral
👬🏽,men holding hands: medium skin tone,neutral
👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",neutral
👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",neutral
👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",neutral
👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",neutral
👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",neutral
👬🏾,men holding hands: medium-dark skin tone,neutral
👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",neutral
👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",neutral
👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",neutral
👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",neutral
👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",neutral
👬🏿,men holding hands: dark skin tone,neutral
💏,kiss,positive
💏🏻,kiss: light skin tone,positive
💏🏼,kiss: medium-light skin tone,positive
💏🏽,kiss: medium skin tone,positive
💏🏾,kiss: medium-dark skin tone,positive
💏🏿,kiss: dark skin tone,positive
🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",positive
🧑🏻‍❤‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",positive
🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",positive
🧑🏻‍❤‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",positive
🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",positive
